val,type,col1
1982: PP Slepeč,MZCHU,Slepeč [PP] (kód ÚSOP: 1982)
CZ0212022: Slepeč,EVL,Slepeč (sitecode: CZ0212022)
398: PP Slepičí vršek,MZCHU,Slepičí vršek [PP] (kód ÚSOP: 398)
750492: Slepotice,KU,Slepotice [Pardubice] (kód kú: 750492)
680028: Slezská Harta,KU,Slezská Harta [Bruntál] (kód kú: 680028)
714828: Slezská Ostrava,KU,Slezská Ostrava [Ostrava-město] (kód kú: 714828)
713309: Slezské Pavlovice,KU,Slezské Pavlovice [Bruntál] (kód kú: 713309)
646971: Slezské Předměstí,KU,Slezské Předměstí [Hradec Králové] (kód kú: 646971)
784141: Slezské Vlkovice,KU,Slezské Vlkovice [Nový Jičín] (kód kú: 784141)
613291: Slezský Kočov,KU,Slezský Kočov [Bruntál] (kód kú: 613291)
603155: Slibovice,KU,Slibovice [Nymburk] (kód kú: 603155)
750590: Slivenec,KU,Slivenec [Hlavní město Praha] (kód kú: 750590)
630161: Slivínko,KU,Slivínko [Mladá Boleslav] (kód kú: 630161)
668931: Slivonice,KU,Slivonice [Klatovy] (kód kú: 668931)
699276: Slížany,KU,Slížany [Kroměříž] (kód kú: 699276)
750611: Slopné,KU,Slopné [Zlín] (kód kú: 750611)
638528: Slotov,KU,Slotov [Náchod] (kód kú: 638528)
706914: Sloučín,KU,Sloučín [Strakonice] (kód kú: 706914)
750654: Sloup v Čechách,KU,Sloup v Čechách [Česká Lípa] (kód kú: 750654)
750662: Sloup v Moravském krasu,KU,Sloup v Moravském krasu [Blansko] (kód kú: 750662)
750671: Sloupno nad Cidlinou,KU,Sloupno nad Cidlinou [Hradec Králové] (kód kú: 750671)
603660: Sloupno u Chotěboře,KU,Sloupno u Chotěboře [Havlíčkův Brod] (kód kú: 603660)
2070: PR Sloupsko-šošůvské jeskyně,MZCHU,Sloupsko-šošůvské jeskyně [PR] (kód ÚSOP: 2070)
632384: Slovanská Lhota,KU,Slovanská Lhota [Příbram] (kód kú: 632384)
750697: Sloveč,KU,Sloveč [Nymburk] (kód kú: 750697)
750719: Slověnice,KU,Slověnice [Benešov] (kód kú: 750719)
691062: Sluhov,KU,Sluhov [Klatovy] (kód kú: 691062)
750751: Sluhy,KU,Sluhy [Praha-východ] (kód kú: 750751)
399: PP Sluňáky,MZCHU,Sluňáky [PP] (kód ÚSOP: 399)
1767: PP Slunečná stráň,MZCHU,Slunečná stráň [PP] (kód ÚSOP: 1767)
750760: Slunečná u České Lípy,KU,Slunečná u České Lípy [Česká Lípa] (kód kú: 750760)
400: PR Sluneční stráň,MZCHU,Sluneční stráň [PR] (kód ÚSOP: 400)
1015: PR Slunná,MZCHU,Slunná [PR] (kód ÚSOP: 1015)
750786: Slup,KU,Slup [Znojmo] (kód kú: 750786)
623059: Slupenec,KU,Slupenec [Český Krumlov] (kód kú: 623059)
CZ0723758: Slušovice - kostel,EVL,Slušovice - kostel (sitecode: CZ0723758)
750794: Slušovice,KU,Slušovice [Zlín] (kód kú: 750794)
750808: Sluštice,KU,Sluštice [Praha-východ] (kód kú: 750808)
736252: Služátky,KU,Služátky [Havlíčkův Brod] (kód kú: 736252)
667846: Služátky u Pelhřimova,KU,Služátky u Pelhřimova [Pelhřimov] (kód kú: 667846)
750824: Služetín u Bezvěrova,KU,Služetín u Bezvěrova [Plzeň-sever] (kód kú: 750824)
726711: Služetín u Poutnova,KU,Služetín u Poutnova [Cheb] (kód kú: 726711)
755273: Služín,KU,Služín [Prostějov] (kód kú: 755273)
750832: Služovice,KU,Služovice [Opava] (kód kú: 750832)
1050: PP Smečenská rokle,MZCHU,Smečenská rokle [PP] (kód ÚSOP: 1050)
750841: Smečno,KU,Smečno [Kladno] (kód kú: 750841)
5766: PP Smečno,MZCHU,Smečno [PP] (kód ÚSOP: 5766)
CZ0213072: Smečno,EVL,Smečno (sitecode: CZ0213072)
CZ0513256: Smědá,EVL,Smědá (sitecode: CZ0513256)
CZ0510408: Smědava,EVL,Smědava (sitecode: CZ0510408)
616354: Smědčice,KU,Smědčice [Rokycany] (kód kú: 616354)
676802: Smědeč,KU,Smědeč [Prachatice] (kód kú: 676802)
795551: Smederov,KU,Smederov [Plzeň-jih] (kód kú: 795551)
750867: Smetanova Lhota,KU,Smetanova Lhota [Písek] (kód kú: 750867)
729051: Smíchov,KU,Smíchov [Hlavní město Praha] (kód kú: 729051)
782173: Smidarská Lhota,KU,Smidarská Lhota [Hradec Králové] (kód kú: 782173)
750948: Smidary,KU,Smidary [Hradec Králové] (kód kú: 750948)
750981: Smilkov,KU,Smilkov [Benešov] (kód kú: 750981)
605905: Smilov nad Ohří,KU,Smilov nad Ohří [Karlovy Vary] (kód kú: 605905)
668681: Smilov u Štědré,KU,Smilov u Štědré [Karlovy Vary] (kód kú: 668681)
751006: Smilov u Štoků,KU,Smilov u Štoků [Havlíčkův Brod] (kód kú: 751006)
751022: Smilovice,KU,Smilovice [Rakovník] (kód kú: 751022)
751014: Smilovice u Luštěnic,KU,Smilovice u Luštěnic [Mladá Boleslav] (kód kú: 751014)
753602: Smilovice u Staňkovic,KU,Smilovice u Staňkovic [Kutná Hora] (kód kú: 753602)
751049: Smilovice u Třince,KU,Smilovice u Třince [Frýdek-Místek] (kód kú: 751049)
628107: Smilovice u Týna nad Vltavou,KU,Smilovice u Týna nad Vltavou [České Budějovice] (kód kú: 628107)
751065: Smilovy Hory,KU,Smilovy Hory [Tábor] (kód kú: 751065)
752509: Smiradice,KU,Smiradice [Strakonice] (kód kú: 752509)
751081: Smiřice,KU,Smiřice [Hradec Králové] (kód kú: 751081)
1639: PR Smolenská luka,MZCHU,Smolenská luka [PR] (kód ÚSOP: 1639)
751090: Smolín,KU,Smolín [Brno-venkov] (kód kú: 751090)
751103: Smolina,KU,Smolina [Zlín] (kód kú: 751103)
776: PP Smolinka,MZCHU,Smolinka [PP] (kód ÚSOP: 776)
636509: Smolkov,KU,Smolkov [Opava] (kód kú: 636509)
741558: Smolná,KU,Smolná [Sokolov] (kód kú: 741558)
601811: Smolná u Jevíčka,KU,Smolná u Jevíčka [Svitavy] (kód kú: 601811)
634531: Smolné Pece,KU,Smolné Pece [Karlovy Vary] (kód kú: 634531)
751111: Smolnice u Loun,KU,Smolnice u Loun [Louny] (kód kú: 751111)
751138: Smolotely,KU,Smolotely [Příbram] (kód kú: 751138)
751162: Smolov,KU,Smolov [Domažlice] (kód kú: 751162)
700088: Smolov u Domažlic,KU,Smolov u Domažlic [Domažlice] (kód kú: 700088)
2074: PP Smradlavá,MZCHU,Smradlavá [PP] (kód ÚSOP: 2074)
402: PR Smraďoch,MZCHU,Smraďoch [PR] (kód ÚSOP: 402)
6001: PP Smradovna,MZCHU,Smradovna [PP] (kód ÚSOP: 6001)
CZ0212019: Smradovna,EVL,Smradovna (sitecode: CZ0212019)
642002: Smrček u Žumberku,KU,Smrček u Žumberku [Chrudim] (kód kú: 642002)
617229: Smrček,KU,Smrček [Žďár nad Sázavou] (kód kú: 617229)
5323: PR Smrčí,MZCHU,Smrčí [PR] (kód ÚSOP: 5323)
707724: Smrčí u Nového Kostela,KU,Smrčí u Nového Kostela [Cheb] (kód kú: 707724)
790087: Smrčí u Semil,KU,Smrčí u Semil [Semily] (kód kú: 790087)
721638: Smrčina,KU,Smrčina [Cheb] (kód kú: 721638)
946: PP Smrčina,MZCHU,Smrčina [PP] (kód ÚSOP: 946)
751197: Smrčná na Moravě,KU,Smrčná na Moravě [Jihlava] (kód kú: 751197)
763900: Smrčná u Čkyně,KU,Smrčná u Čkyně [Prachatice] (kód kú: 763900)
622: PR Smrdutá,MZCHU,Smrdutá [PR] (kód ÚSOP: 622)
751227: Smrk na Moravě,KU,Smrk na Moravě [Třebíč] (kód kú: 751227)
1883: PR Smrk,MZCHU,Smrk [PR] (kód ÚSOP: 1883)
775851: Smrk u Úžic,KU,Smrk u Úžic [Kutná Hora] (kód kú: 775851)
670481: Smrkovec u Březové,KU,Smrkovec u Březové [Sokolov] (kód kú: 670481)
647438: Smrkovec u Hradešic,KU,Smrkovec u Hradešic [Klatovy] (kód kú: 647438)
751235: Smrkovice,KU,Smrkovice [Písek] (kód kú: 751235)
737160: Smrkový Týnec,KU,Smrkový Týnec [Chrudim] (kód kú: 737160)
751243: Smržice,KU,Smržice [Prostějov] (kód kú: 751243)
622893: Smržov u Českého Dubu,KU,Smržov u Českého Dubu [Liberec] (kód kú: 622893)
686701: Smržov u Lomnice nad Lužnicí,KU,Smržov u Lomnice nad Lužnicí [Jindřichův Hradec] (kód kú: 686701)
751260: Smržov u Smiřic,KU,Smržov u Smiřic [Hradec Králové] (kód kú: 751260)
751294: Smržovice,KU,Smržovice [Domažlice] (kód kú: 751294)
751324: Smržovka,KU,Smržovka [Jablonec nad Nisou] (kód kú: 751324)
997: PP Smutný,MZCHU,Smutný [PP] (kód ÚSOP: 997)
2099: PR Smutný žleb,MZCHU,Smutný žleb [PR] (kód ÚSOP: 2099)
1376: PP Smyslov,MZCHU,Smyslov [PP] (kód ÚSOP: 1376)
751359: Snědovice,KU,Snědovice [Litoměřice] (kód kú: 751359)
612740: Sněhotice,KU,Sněhotice [Prostějov] (kód kú: 612740)
690317: Sněhov,KU,Sněhov [Jablonec nad Nisou] (kód kú: 690317)
751375: Snět,KU,Snět [Benešov] (kód kú: 751375)
1688: PP Sněženky ve Vysokém lese,MZCHU,Sněženky ve Vysokém lese [PP] (kód ÚSOP: 1688)
1952: PR Sněžná kotlina,MZCHU,Sněžná kotlina [PR] (kód ÚSOP: 1952)
751405: Sněžná,KU,Sněžná [Sokolov] (kód kú: 751405)
751456: Sněžné na Moravě,KU,Sněžné na Moravě [Žďár nad Sázavou] (kód kú: 751456)
751413: Sněžné,KU,Sněžné [Rychnov nad Kněžnou] (kód kú: 751413)
751472: Sněžník,KU,Sněžník [Děčín] (kód kú: 751472)
629723: Snopoušovy,KU,Snopoušovy [Plzeň-jih] (kód kú: 629723)
751481: Snovídky,KU,Snovídky [Vyškov] (kód kú: 751481)
696862: Sobáčov,KU,Sobáčov [Olomouc] (kód kú: 696862)
697800: Sobákov,KU,Sobákov [Liberec] (kód kú: 697800)
751499: Sobčice,KU,Sobčice [Jičín] (kód kú: 751499)
5681: PP Soběchlebské terasy,MZCHU,Soběchlebské terasy [PP] (kód ÚSOP: 5681)
CZ0422085: Soběchlebské terasy,EVL,Soběchlebské terasy (sitecode: CZ0422085)
751588: Soběchleby,KU,Soběchleby [Přerov] (kód kú: 751588)
751570: Soběchleby u Krupky,KU,Soběchleby u Krupky [Teplice] (kód kú: 751570)
751561: Soběchleby u Podbořan,KU,Soběchleby u Podbořan [Louny] (kód kú: 751561)
670235: Sobědraž,KU,Sobědraž [Písek] (kód kú: 670235)
1000: PP Sobědražský prales,MZCHU,Sobědražský prales [PP] (kód ÚSOP: 1000)
751502: Sobědruhy,KU,Sobědruhy [Teplice] (kód kú: 751502)
751537: Soběhrdy,KU,Soběhrdy [Benešov] (kód kú: 751537)
751600: Soběkury,KU,Soběkury [Plzeň-jih] (kód kú: 751600)
739634: Sobělice,KU,Sobělice [Kroměříž] (kód kú: 739634)
751642: Soběnice,KU,Soběnice [Litoměřice] (kód kú: 751642)
751677: Soběnov,KU,Soběnov [Český Krumlov] (kód kú: 751677)
751685: Soběraz,KU,Soběraz [Jičín] (kód kú: 751685)
751707: Soběslav,KU,Soběslav [Tábor] (kód kú: 751707)
751839: Soběslavice,KU,Soběslavice [Liberec] (kód kú: 751839)
751880: Soběsuky,KU,Soběsuky [Kroměříž] (kód kú: 751880)
650757: Soběsuky nad Ohří,KU,Soběsuky nad Ohří [Chomutov] (kód kú: 650757)
751855: Soběsuky u Nepomuka,KU,Soběsuky u Nepomuka [Plzeň-jih] (kód kú: 751855)
751898: Soběsuky u Plumlova,KU,Soběsuky u Plumlova [Prostějov] (kód kú: 751898)
751910: Soběšice,KU,Soběšice [Brno-město] (kód kú: 751910)
724441: Soběšice u Předotic,KU,Soběšice u Předotic [Písek] (kód kú: 724441)
751901: Soběšice u Sušice,KU,Soběšice u Sušice [Klatovy] (kód kú: 751901)
1043: PP Soběšické rybníčky,MZCHU,Soběšické rybníčky [PP] (kód ÚSOP: 1043)
716936: Soběšín,KU,Soběšín [Kutná Hora] (kód kú: 716936)
665959: Sobětice u Klatov,KU,Sobětice u Klatov [Klatovy] (kód kú: 665959)
787787: Sobětice u Výsluní,KU,Sobětice u Výsluní [Chomutov] (kód kú: 787787)
797065: Sobětice u Žimutic,KU,Sobětice u Žimutic [České Budějovice] (kód kú: 797065)
751961: Sobětuchy,KU,Sobětuchy [Chrudim] (kód kú: 751961)
751987: Sobětuš,KU,Sobětuš [Hradec Králové] (kód kú: 751987)
793256: Sobín,KU,Sobín [Hlavní město Praha] (kód kú: 793256)
752002: Sobíňov,KU,Sobíňov [Havlíčkův Brod] (kód kú: 752002)
752029: Sobíšky,KU,Sobíšky [Přerov] (kód kú: 752029)
752037: Sobkovice,KU,Sobkovice [Ústí nad Orlicí] (kód kú: 752037)
791083: Sobočice,KU,Sobočice [Kolín] (kód kú: 791083)
5850: PP Sobotín - domov důchodců,MZCHU,Sobotín - domov důchodců [PP] (kód ÚSOP: 5850)
CZ0713740: Sobotín - domov důchodců,EVL,Sobotín - domov důchodců (sitecode: CZ0713740)
752061: Sobotín,KU,Sobotín [Šumperk] (kód kú: 752061)
752096: Sobotka,KU,Sobotka [Jičín] (kód kú: 752096)
752142: Sobotovice,KU,Sobotovice [Brno-venkov] (kód kú: 752142)
752151: Sobůlky,KU,Sobůlky [Hodonín] (kód kú: 752151)
2081: PP Sochorov,MZCHU,Sochorov [PP] (kód ÚSOP: 2081)
1219: PR Sochová,MZCHU,Sochová [PR] (kód ÚSOP: 1219)
6104: PP Sojčí rokle,MZCHU,Sojčí rokle [PP] (kód ÚSOP: 6104)
752169: Sojovice,KU,Sojovice [Mladá Boleslav] (kód kú: 752169)
752177: Sokoleč,KU,Sokoleč [Nymburk] (kód kú: 752177)
5881: PP Sokolí hnízdo a bažantnice,MZCHU,Sokolí hnízdo a bažantnice [PP] (kód ÚSOP: 5881)
CZ0313113: Sokolí hnízdo a bažantnice,EVL,Sokolí hnízdo a bažantnice (sitecode: CZ0313113)
CZ0813468: Sokolí potok,EVL,Sokolí potok (sitecode: CZ0813468)
403: PR Sokolí skála,MZCHU,Sokolí skála [PR] (kód ÚSOP: 403)
CZ0620191: Sokolí skála,EVL,Sokolí skála (sitecode: CZ0620191)
752185: Sokolí,KU,Sokolí [Třebíč] (kód kú: 752185)
755591: Sokolíčko,KU,Sokolíčko [Jihlava] (kód kú: 755591)
752193: Sokolnice,KU,Sokolnice [Brno-venkov] (kód kú: 752193)
752223: Sokolov,KU,Sokolov [Sokolov] (kód kú: 752223)
671: PP Sokolova vyhlídka,MZCHU,Sokolova vyhlídka [PP] (kód ÚSOP: 671)
650064: Solanec pod Soláněm,KU,Solanec pod Soláněm [Vsetín] (kód kú: 650064)
752321: Solany,KU,Solany [Litoměřice] (kód kú: 752321)
752355: Solec,KU,Solec [Mladá Boleslav] (kód kú: 752355)
752398: Solenice,KU,Solenice [Příbram] (kód kú: 752398)
1431: PP Solisko,MZCHU,Solisko [PP] (kód ÚSOP: 1431)
665584: Solná Lhota,KU,Solná Lhota [Prachatice] (kód kú: 665584)
752428: Solnice,KU,Solnice [Rychnov nad Kněžnou] (kód kú: 752428)
759074: Solopysky u Kutné Hory,KU,Solopysky u Kutné Hory [Kutná Hora] (kód kú: 759074)
752436: Solopysky u Loun,KU,Solopysky u Loun [Louny] (kód kú: 752436)
770043: Solopysky u Třebnic,KU,Solopysky u Třebnic [Příbram] (kód kú: 770043)
404: NPR Soos,MZCHU,Soos [NPR] (kód ÚSOP: 404)
CZ0410150: Soos,EVL,Soos (sitecode: CZ0410150)
752444: Sopotnice,KU,Sopotnice [Ústí nad Orlicí] (kód kú: 752444)
752452: Sopřeč,KU,Sopřeč [Pardubice] (kód kú: 752452)
658715: Soseň,KU,Soseň [Rakovník] (kód kú: 658715)
1913: PP Soseňský lom,MZCHU,Soseňský lom [PP] (kód ÚSOP: 1913)
752479: Sosnová,KU,Sosnová [Opava] (kód kú: 752479)
752461: Sosnová u České Lípy,KU,Sosnová u České Lípy [Česká Lípa] (kód kú: 752461)
636380: Souboř,KU,Souboř [Havlíčkův Brod] (kód kú: 636380)
5655: PP Soudkova štola,MZCHU,Soudkova štola [PP] (kód ÚSOP: 5655)
CZ0713741: Soudkova štola,EVL,Soudkova štola (sitecode: CZ0713741)
756351: Souměř,KU,Souměř [Tachov] (kód kú: 756351)
752487: Souňov,KU,Souňov [Kutná Hora] (kód kú: 752487)
752517: Sousedovice,KU,Sousedovice [Strakonice] (kód kú: 752517)
626368: Soustov,KU,Soustov [Klatovy] (kód kú: 626368)
903337: Souš,KU,Souš [Most] (kód kú: 903337)
752541: Soušice,KU,Soušice [Benešov] (kód kú: 752541)
752576: Soutice,KU,Soutice [Benešov] (kód kú: 752576)
CZ0624119: Soutok - Podluží,EVL,Soutok - Podluží (sitecode: CZ0624119)
CZ0621027: Soutok-Tvrdonicko,PO,Soutok-Tvrdonicko (sitecode: CZ0621027)
792632: Souvlastní,KU,Souvlastní [Rychnov nad Kněžnou] (kód kú: 792632)
699811: Souvrať,KU,Souvrať [Trutnov] (kód kú: 699811)
752584: Sovadina,KU,Sovadina [Kroměříž] (kód kú: 752584)
752614: Sovenice,KU,Sovenice [Nymburk] (kód kú: 752614)
752606: Sovenice u Mnichova Hradiště,KU,Sovenice u Mnichova Hradiště [Mladá Boleslav] (kód kú: 752606)
752649: Sovětice,KU,Sovětice [Hradec Králové] (kód kú: 752649)
1843: PP Soví les,MZCHU,Soví les [PP] (kód ÚSOP: 1843)
5751: PP Sovice u Brzánek,MZCHU,Sovice u Brzánek [PP] (kód ÚSOP: 5751)
CZ0424134: Sovice u Brzánek,EVL,Sovice u Brzánek (sitecode: CZ0424134)
1748: PP Sovince,MZCHU,Sovince [PP] (kód ÚSOP: 1748)
752665: Sovinec,KU,Sovinec [Bruntál] (kód kú: 752665)
CZ0810018: Sovinec,EVL,Sovinec (sitecode: CZ0810018)
752673: Sovínky,KU,Sovínky [Mladá Boleslav] (kód kú: 752673)
684350: Sovoluská Lhota,KU,Sovoluská Lhota [Pardubice] (kód kú: 684350)
606774: Sovolusky u Bochova,KU,Sovolusky u Bochova [Karlovy Vary] (kód kú: 606774)
670863: Sovolusky u Košíku,KU,Sovolusky u Košíku [Nymburk] (kód kú: 670863)
752681: Sovolusky u Přelouče,KU,Sovolusky u Přelouče [Pardubice] (kód kú: 752681)
603287: Spačice,KU,Spačice [Chrudim] (kód kú: 603287)
3379: PR Spálava,MZCHU,Spálava [PR] (kód ÚSOP: 3379)
5925: PP Spálená,MZCHU,Spálená [PP] (kód ÚSOP: 5925)
640891: Spálené,KU,Spálené [Bruntál] (kód kú: 640891)
752703: Spálené Poříčí,KU,Spálené Poříčí [Plzeň-jih] (kód kú: 752703)
792161: Spálenec,KU,Spálenec [Prachatice] (kód kú: 792161)
2264: PP Spáleniště,MZCHU,Spáleniště [PP] (kód ÚSOP: 2264)
630781: Spáleniště,KU,Spáleniště [Rychnov nad Kněžnou] (kód kú: 630781)
926: PP Spálený luh,MZCHU,Spálený luh [PP] (kód ÚSOP: 926)
752754: Spálov,KU,Spálov [Nový Jičín] (kód kú: 752754)
747289: Spálov u Semil,KU,Spálov u Semil [Semily] (kód kú: 747289)
752771: Spáňov,KU,Spáňov [Domažlice] (kód kú: 752771)
752789: Spělkov,KU,Spělkov [Žďár nad Sázavou] (kód kú: 752789)
752801: Spělov,KU,Spělov [Jihlava] (kód kú: 752801)
752819: Speřice,KU,Speřice [Pelhřimov] (kód kú: 752819)
752827: Spešov,KU,Spešov [Blansko] (kód kú: 752827)
664545: Spikaly,KU,Spikaly [Mladá Boleslav] (kód kú: 664545)
717851: Spojil,KU,Spojil [Pardubice] (kód kú: 717851)
735884: Spolí,KU,Spolí [Český Krumlov] (kód kú: 735884)
752835: Spolí u Ledenic,KU,Spolí u Ledenic [České Budějovice] (kód kú: 752835)
623091: Spolí-Nové Spolí,KU,Spolí-Nové Spolí [Český Krumlov] (kód kú: 623091)
752843: Spomyšl,KU,Spomyšl [Mělník] (kód kú: 752843)
786730: Spomyšl u Vřesové,KU,Spomyšl u Vřesové [Sokolov] (kód kú: 786730)
752851: Spořice,KU,Spořice [Chomutov] (kód kú: 752851)
1028: PP Sprašová rokle u Zeměch,MZCHU,Sprašová rokle u Zeměch [PP] (kód ÚSOP: 1028)
2260: PR Spravedlnost,MZCHU,Spravedlnost [PR] (kód ÚSOP: 2260)
CZ0420083: Spravedlnost-Chřibská,EVL,Spravedlnost-Chřibská (sitecode: CZ0420083)
657174: Spůle,KU,Spůle [Klatovy] (kód kú: 657174)
624284: Spůle u Čkyně,KU,Spůle u Čkyně [Prachatice] (kód kú: 624284)
706485: Spy,KU,Spy [Náchod] (kód kú: 706485)
752100: Spyšova,KU,Spyšova [Jičín] (kód kú: 752100)
621722: Spyta,KU,Spyta [Náchod] (kód kú: 621722)
793884: Spytice,KU,Spytice [Havlíčkův Brod] (kód kú: 793884)
752860: Spytihněv,KU,Spytihněv [Zlín] (kód kú: 752860)
792241: Spytovice,KU,Spytovice [Pardubice] (kód kú: 792241)
752886: Srbce na Moravě,KU,Srbce na Moravě [Prostějov] (kód kú: 752886)
752878: Srbce u Luže,KU,Srbce u Luže [Chrudim] (kód kú: 752878)
709760: Srbce u Okřínka,KU,Srbce u Okřínka [Nymburk] (kód kú: 709760)
752894: Srbeč,KU,Srbeč [Rakovník] (kód kú: 752894)
752941: Srbice,KU,Srbice [Teplice] (kód kú: 752941)
752916: Srbice u Kolovče,KU,Srbice u Kolovče [Domažlice] (kód kú: 752916)
698105: Srbice u Mochtína,KU,Srbice u Mochtína [Klatovy] (kód kú: 698105)
752967: Srbín,KU,Srbín [Praha-východ] (kód kú: 752967)
752975: Srbská Kamenice,KU,Srbská Kamenice [Děčín] (kód kú: 752975)
644005: Srbská,KU,Srbská [Liberec] (kód kú: 644005)
609528: Srbsko,KU,Srbsko [Mladá Boleslav] (kód kú: 609528)
752983: Srbsko u Karlštejna,KU,Srbsko u Karlštejna [Beroun] (kód kú: 752983)
786187: Srby nad Úslavou,KU,Srby nad Úslavou [Plzeň-jih] (kód kú: 786187)
753033: Srby u Horšovského Týna,KU,Srby u Horšovského Týna [Domažlice] (kód kú: 753033)
752991: Srby u Tuchlovic,KU,Srby u Tuchlovic [Kladno] (kód kú: 752991)
753076: Srch,KU,Srch [Pardubice] (kód kú: 753076)
753050: Srdov,KU,Srdov [Litoměřice] (kód kú: 753050)
791431: Srlín,KU,Srlín [Písek] (kód kú: 791431)
753092: Srní I,KU,Srní I [Klatovy] (kód kú: 753092)
799068: Srní II,KU,Srní II [Klatovy] (kód kú: 799068)
605913: Srní u Boče,KU,Srní u Boče [Karlovy Vary] (kód kú: 605913)
753114: Srní u České Lípy,KU,Srní u České Lípy [Česká Lípa] (kód kú: 753114)
639397: Srní u Hlinska,KU,Srní u Hlinska [Chrudim] (kód kú: 639397)
736155: Srnín,KU,Srnín [Český Krumlov] (kód kú: 736155)
679097: Srnojedy,KU,Srnojedy [Pardubice] (kód kú: 679097)
753131: Srubec,KU,Srubec [České Budějovice] (kód kú: 753131)
650463: Sruby na Šumavě,KU,Sruby na Šumavě [Domažlice] (kód kú: 650463)
753165: Sruby,KU,Sruby [Ústí nad Orlicí] (kód kú: 753165)
605794: Stachov u Blšan,KU,Stachov u Blšan [Louny] (kód kú: 605794)
766747: Stachov u Šternberka,KU,Stachov u Šternberka [Olomouc] (kód kú: 766747)
753246: Stachovice,KU,Stachovice [Nový Jičín] (kód kú: 753246)
753386: Stachy,KU,Stachy [Prachatice] (kód kú: 753386)
753181: Stadice,KU,Stadice [Ústí nad Labem] (kód kú: 753181)
1609: PP Stádla,MZCHU,Stádla [PP] (kód ÚSOP: 1609)
732753: Stádla,KU,Stádla [Prachatice] (kód kú: 732753)
